İlan_Numarası,İlan_Güncelleme_Tarihi,Kategorisi,Brüt_Metrekare,Binanın_Yaşı,Binanın_Kat_Sayısı,Kullanım_Durumu,Yatırıma_Uygunluk,Eşya_Durumu,Banyo_Sayısı,İlan_Oluşturma_Tarihi,Türü,Net_Metrekare,Oda_Sayısı,Bulunduğu_Kat,Isıtma_Tipi,Krediye_Uygunluk,Site_İçerisinde,Takas,Fiyat_Durumu,Fiyatı,İl,İlçe,Mahalle,yaka,Yaşam_endeksi,Nüfus,Bina_Yasi_Sayi,Oda_Sayi_Num,Aykiri_Fiyat,mahalle_lat,mahalle_lon,rayli_mesafe_km,mesafe_band
2874,08 Şubat 2022,Satılık,95,0 (Yeni),5,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,1,08 Şubat 2022,Konut,90,2+1,1. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,430000,İstanbul,Avcılar,Gümüşpala Mahallesi,Avrupa Yakası,-0.161,457.981,0,3.0,0,40.98106,28.7357032,3.234132513941089,3-5km
2724,06 Şubat 2022,Satılık,70,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,1,06 Şubat 2022,Konut,65,1+1,Bahçe Katı,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,280000,İstanbul,Avcılar,Üniversite Mahallesi,Avrupa Yakası,-0.161,457.981,25,2.0,1,40.9887898,28.721652,4.305119856779539,3-5km
2788,07 Şubat 2022,Satılık,95,16-20,4,Kiracı Oturuyor,Hayır,Var,Var,07 Şubat 2022,Konut,90,2+1,2. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,585000,İstanbul,Avcılar,Merkez Mahallesi,Avrupa Yakası,-0.161,457.981,18,3.0,0,40.9818362,28.7223189,4.3138483875800855,3-5km
2765,07 Şubat 2022,Satılık,115,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,1,07 Şubat 2022,Konut,95,3+1,Düz Giriş,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,530000,İstanbul,Avcılar,Ambarlı Mahallesi,Avrupa Yakası,-0.161,457.981,25,4.0,0,40.9737318,28.7141652,5.200923755099389,5km+
2745,07 Şubat 2022,Satılık,220,5-10,5,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,2,07 Şubat 2022,Konut,200,3+1,Kot 3 (-3). Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,5100000,İstanbul,Avcılar,Cihangir Mahallesi,Avrupa Yakası,-0.161,457.981,7,4.0,0,40.9873293,28.7097252,5.307807745344781,5km+
2680,06 Şubat 2022,Satılık,115,5-10,16,Mülk Sahibi Oturuyor,Bilinmiyor,Var,2,06 Şubat 2022,Konut,100,2+1,7. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1900000,İstanbul,Avcılar,Üniversite Mahallesi,Avrupa Yakası,-0.161,457.981,7,3.0,0,40.9887898,28.721652,4.305119856779539,3-5km
2693,06 Şubat 2022,Satılık,100,21 Ve Üzeri,4,Boş,Yatırıma Uygun,Var,1,06 Şubat 2022,Konut,90,2+1,2. Kat,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,490000,İstanbul,Avcılar,Cihangir Mahallesi,Avrupa Yakası,-0.161,457.981,25,3.0,0,40.9873293,28.7097252,5.307807745344781,5km+
2578,04 Şubat 2022,Satılık,160,5-10,3,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,1,04 Şubat 2022,Konut,150,3+2,3. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1500000,İstanbul,Avcılar,Merkez Mahallesi,Avrupa Yakası,-0.161,457.981,7,5.0,0,40.9818362,28.7223189,4.3138483875800855,3-5km
2582,04 Şubat 2022,Satılık,90,11-15,5,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,1,04 Şubat 2022,Konut,80,2+1,Düz Giriş,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,520000,İstanbul,Avcılar,Gümüşpala Mahallesi,Avrupa Yakası,-0.161,457.981,13,3.0,0,40.98106,28.7357032,3.234132513941089,3-5km
2555,04 Şubat 2022,Satılık,90,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,Yatırıma Uygun,Var,Var,04 Şubat 2022,Konut,85,2+1,Bahçe Katı,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,410000,İstanbul,Avcılar,Ambarlı Mahallesi,Avrupa Yakası,-0.161,457.981,25,3.0,0,40.9737318,28.7141652,5.200923755099389,5km+
2512,06 Şubat 2022,Satılık,75,5-10,5,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,1,04 Şubat 2022,Konut,65,2+1,Yüksek Giriş,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,830000,İstanbul,Avcılar,Cihangir Mahallesi,Avrupa Yakası,-0.161,457.981,7,3.0,0,40.9873293,28.7097252,5.307807745344781,5km+
2432,03 Şubat 2022,Satılık,120,0 (Yeni),4,Boş,Bilinmiyor,Yok,2,03 Şubat 2022,Konut,110,2+1,2. Kat,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,1350000,İstanbul,Avcılar,Gümüşpala Mahallesi,Avrupa Yakası,-0.161,457.981,0,3.0,0,40.98106,28.7357032,3.234132513941089,3-5km
2429,03 Şubat 2022,Satılık,95,0 (Yeni),4,Boş,Bilinmiyor,Yok,1,03 Şubat 2022,Konut,85,2+1,1. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,825000,İstanbul,Avcılar,Cihangir Mahallesi,Avrupa Yakası,-0.161,457.981,0,3.0,0,40.9873293,28.7097252,5.307807745344781,5km+
2428,03 Şubat 2022,Satılık,230,0 (Yeni),4,Boş,Bilinmiyor,Yok,2,03 Şubat 2022,Konut,210,4+2,4. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1499000,İstanbul,Avcılar,Merkez Mahallesi,Avrupa Yakası,-0.161,457.981,0,6.0,0,40.9818362,28.7223189,4.3138483875800855,3-5km
2443,03 Şubat 2022,Satılık,195,0 (Yeni),4,Boş,Bilinmiyor,Yok,2,03 Şubat 2022,Konut,185,4+2,4. Kat,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,1550000,İstanbul,Avcılar,Ambarlı Mahallesi,Avrupa Yakası,-0.161,457.981,0,6.0,0,40.9737318,28.7141652,5.200923755099389,5km+
2435,03 Şubat 2022,Satılık,120,0 (Yeni),6,Boş,Bilinmiyor,Yok,2,03 Şubat 2022,Konut,104,2+1,2. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1895000,İstanbul,Avcılar,Merkez Mahallesi,Avrupa Yakası,-0.161,457.981,0,3.0,0,40.9818362,28.7223189,4.3138483875800855,3-5km
2427,03 Şubat 2022,Satılık,70,5-10,4,Boş,Bilinmiyor,Yok,1,03 Şubat 2022,Konut,60,2+1,Bahçe Katı,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,425000,İstanbul,Avcılar,Cihangir Mahallesi,Avrupa Yakası,-0.161,457.981,7,3.0,0,40.9873293,28.7097252,5.307807745344781,5km+
2433,03 Şubat 2022,Satılık,140,4,4,Kiracı Oturuyor,Bilinmiyor,Yok,2,03 Şubat 2022,Konut,125,3+1,4. Kat,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,1419000,İstanbul,Avcılar,Üniversite Mahallesi,Avrupa Yakası,-0.161,457.981,4,4.0,0,40.9887898,28.721652,4.305119856779539,3-5km
2446,03 Şubat 2022,Satılık,265,4,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,3,03 Şubat 2022,Konut,250,4+2,4. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1600000,İstanbul,Avcılar,Denizköşkler Mahallesi,Avrupa Yakası,-0.161,457.981,4,6.0,0,40.9764683,28.7330024,3.610714330674675,3-5km
2438,03 Şubat 2022,Satılık,75,5-10,5,Kiracı Oturuyor,Bilinmiyor,Yok,1,03 Şubat 2022,Konut,65,2+1,Bahçe Katı,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,632000,İstanbul,Avcılar,Gümüşpala Mahallesi,Avrupa Yakası,-0.161,457.981,7,3.0,0,40.98106,28.7357032,3.234132513941089,3-5km
2436,03 Şubat 2022,Satılık,100,5-10,5,Kiracı Oturuyor,Bilinmiyor,Yok,1,03 Şubat 2022,Konut,85,2+1,Yüksek Giriş,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,599000,İstanbul,Avcılar,Merkez Mahallesi,Avrupa Yakası,-0.161,457.981,7,3.0,0,40.9818362,28.7223189,4.3138483875800855,3-5km
2447,03 Şubat 2022,Satılık,130,0 (Yeni),5,Kiracı Oturuyor,Bilinmiyor,Yok,2,03 Şubat 2022,Konut,110,3+1,1. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1120000,İstanbul,Avcılar,Cihangir Mahallesi,Avrupa Yakası,-0.161,457.981,0,4.0,0,40.9873293,28.7097252,5.307807745344781,5km+
2431,03 Şubat 2022,Satılık,95,0 (Yeni),4,Boş,Bilinmiyor,Yok,1,03 Şubat 2022,Konut,90,2+1,Yüksek Giriş,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,630000,İstanbul,Avcılar,Merkez Mahallesi,Avrupa Yakası,-0.161,457.981,0,3.0,0,40.9818362,28.7223189,4.3138483875800855,3-5km
2430,03 Şubat 2022,Satılık,95,0 (Yeni),4,Boş,Bilinmiyor,Yok,2,03 Şubat 2022,Konut,90,2+1,2. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,895000,İstanbul,Avcılar,Cihangir Mahallesi,Avrupa Yakası,-0.161,457.981,0,3.0,0,40.9873293,28.7097252,5.307807745344781,5km+
2442,03 Şubat 2022,Satılık,140,4,5,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,2,03 Şubat 2022,Konut,120,3+1,5. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,959000,İstanbul,Avcılar,Gümüşpala Mahallesi,Avrupa Yakası,-0.161,457.981,4,4.0,0,40.98106,28.7357032,3.234132513941089,3-5km
2434,03 Şubat 2022,Satılık,85,0 (Yeni),4,Boş,Bilinmiyor,Yok,1,03 Şubat 2022,Konut,80,2+1,2. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,800000,İstanbul,Avcılar,Cihangir Mahallesi,Avrupa Yakası,-0.161,457.981,0,3.0,0,40.9873293,28.7097252,5.307807745344781,5km+
2450,03 Şubat 2022,Satılık,90,0 (Yeni),5,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,1,03 Şubat 2022,Konut,80,2+1,Düz Giriş,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,340000,İstanbul,Avcılar,Mustafa Kemal Paşa Mahallesi,Avrupa Yakası,-0.161,457.981,0,3.0,0,41.0017915,28.7060425,5.369016192617711,5km+
2441,03 Şubat 2022,Satılık,130,5-10,5,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,2,03 Şubat 2022,Konut,125,3+1,2. Kat,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,949000,İstanbul,Avcılar,Üniversite Mahallesi,Avrupa Yakası,-0.161,457.981,7,4.0,0,40.9887898,28.721652,4.305119856779539,3-5km
2440,03 Şubat 2022,Satılık,60,4,13,Kiracı Oturuyor,Bilinmiyor,Yok,1,03 Şubat 2022,Konut,59,1+1,Düz Giriş,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,600000,İstanbul,Avcılar,Merkez Mahallesi,Avrupa Yakası,-0.161,457.981,4,2.0,0,40.9818362,28.7223189,4.3138483875800855,3-5km
2359,02 Şubat 2022,Satılık,160,21 Ve Üzeri,5,Kiracı Oturuyor,Bilinmiyor,Yok,1,02 Şubat 2022,Konut,150,3+1,3. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,650000,İstanbul,Avcılar,Cihangir Mahallesi,Avrupa Yakası,-0.161,457.981,25,4.0,0,40.9873293,28.7097252,5.307807745344781,5km+
2451,03 Şubat 2022,Satılık,90,5-10,4,Kiracı Oturuyor,Bilinmiyor,Yok,1,03 Şubat 2022,Konut,85,2+1,Yüksek Giriş,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,655000,İstanbul,Avcılar,Mustafa Kemal Paşa Mahallesi,Avrupa Yakası,-0.161,457.981,7,3.0,0,41.0017915,28.7060425,5.369016192617711,5km+
2342,02 Şubat 2022,Satılık,100,0 (Yeni),4,Boş,Bilinmiyor,Yok,1,02 Şubat 2022,Konut,95,2+1,1. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,895000,İstanbul,Avcılar,Ambarlı Mahallesi,Avrupa Yakası,-0.161,457.981,0,3.0,0,40.9737318,28.7141652,5.200923755099389,5km+
2351,08 Şubat 2022,Satılık,105,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,1,02 Şubat 2022,Konut,90,2+1,2. Kat,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,820000,İstanbul,Avcılar,Ambarlı Mahallesi,Avrupa Yakası,-0.161,457.981,25,3.0,0,40.9737318,28.7141652,5.200923755099389,5km+
2349,08 Şubat 2022,Satılık,120,21 Ve Üzeri,7,Kiracı Oturuyor,Bilinmiyor,Yok,1,02 Şubat 2022,Konut,105,3+1,1. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,800000,İstanbul,Avcılar,Ambarlı Mahallesi,Avrupa Yakası,-0.161,457.981,25,4.0,0,40.9737318,28.7141652,5.200923755099389,5km+
2350,08 Şubat 2022,Satılık,120,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,Bilinmiyor,Var,1,02 Şubat 2022,Konut,105,2+1,1. Kat,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,750000,İstanbul,Avcılar,Denizköşkler Mahallesi,Avrupa Yakası,-0.161,457.981,25,3.0,0,40.9764683,28.7330024,3.610714330674675,3-5km
2296,01 Şubat 2022,Satılık,90,4,4,Kiracı Oturuyor,Bilinmiyor,Yok,2,01 Şubat 2022,Konut,80,2+1,Bahçe Katı,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,500000,İstanbul,Avcılar,Ambarlı Mahallesi,Avrupa Yakası,-0.161,457.981,4,3.0,0,40.9737318,28.7141652,5.200923755099389,5km+
2207,07 Şubat 2022,Satılık,124,0 (Yeni),6,Boş,Bilinmiyor,Yok,2,31 Ocak 2022,Konut,100,2+1,3. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,2050000,İstanbul,Avcılar,Denizköşkler Mahallesi,Avrupa Yakası,-0.161,457.981,0,3.0,0,40.9764683,28.7330024,3.610714330674675,3-5km
2199,08 Şubat 2022,Satılık,180,0 (Yeni),4,Boş,Bilinmiyor,Yok,2,31 Ocak 2022,Konut,160,4+1,4. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1550000,İstanbul,Avcılar,Ambarlı Mahallesi,Avrupa Yakası,-0.161,457.981,0,5.0,0,40.9737318,28.7141652,5.200923755099389,5km+
2197,08 Şubat 2022,Satılık,95,0 (Yeni),4,Boş,Bilinmiyor,Yok,2,31 Ocak 2022,Konut,85,2+1,Yüksek Giriş,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,720000,İstanbul,Avcılar,Denizköşkler Mahallesi,Avrupa Yakası,-0.161,457.981,0,3.0,0,40.9764683,28.7330024,3.610714330674675,3-5km
2198,08 Şubat 2022,Satılık,145,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,1,31 Ocak 2022,Konut,135,2+1,2. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,765000,İstanbul,Avcılar,Gümüşpala Mahallesi,Avrupa Yakası,-0.161,457.981,25,3.0,0,40.98106,28.7357032,3.234132513941089,3-5km
2152,03 Şubat 2022,Satılık,100,4,6,Boş,Bilinmiyor,Yok,1,30 Ocak 2022,Konut,90,2+1,Bahçe Katı,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,380000,İstanbul,Avcılar,Denizköşkler Mahallesi,Avrupa Yakası,-0.161,457.981,4,3.0,0,40.9764683,28.7330024,3.610714330674675,3-5km
2069,02 Şubat 2022,Satılık,140,0 (Yeni),4,Boş,Bilinmiyor,Yok,2,29 Ocak 2022,Konut,130,3+1,2. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1250000,İstanbul,Avcılar,Cihangir Mahallesi,Avrupa Yakası,-0.161,457.981,0,4.0,0,40.9873293,28.7097252,5.307807745344781,5km+
2123,30 Ocak 2022,Satılık,110,21 Ve Üzeri,4,Kiracı Oturuyor,Bilinmiyor,Yok,1,30 Ocak 2022,Konut,100,2+1,2. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,510000,İstanbul,Avcılar,Cihangir Mahallesi,Avrupa Yakası,-0.161,457.981,25,3.0,0,40.9873293,28.7097252,5.307807745344781,5km+
2051,29 Ocak 2022,Satılık,75,0 (Yeni),5,Boş,Bilinmiyor,Yok,1,29 Ocak 2022,Konut,70,1.5+1,Bahçe Katı,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,675000,İstanbul,Avcılar,Ambarlı Mahallesi,Avrupa Yakası,-0.161,457.981,0,,0,40.9737318,28.7141652,5.200923755099389,5km+
1994,28 Ocak 2022,Satılık,180,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,Bilinmiyor,Var,1,27 Ocak 2022,Konut,160,3+1,3. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1200000,İstanbul,Avcılar,Merkez Mahallesi,Avrupa Yakası,-0.161,457.981,25,4.0,0,40.9818362,28.7223189,4.3138483875800855,3-5km
1942,26 Ocak 2022,Satılık,180,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,2,26 Ocak 2022,Konut,170,3+2,5. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,950000,İstanbul,Avcılar,Merkez Mahallesi,Avrupa Yakası,-0.161,457.981,25,5.0,0,40.9818362,28.7223189,4.3138483875800855,3-5km
1941,26 Ocak 2022,Satılık,110,0 (Yeni),5,Boş,Bilinmiyor,Yok,2,26 Ocak 2022,Konut,100,2+1,1. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1300000,İstanbul,Avcılar,Cihangir Mahallesi,Avrupa Yakası,-0.161,457.981,0,3.0,0,40.9873293,28.7097252,5.307807745344781,5km+
1947,27 Ocak 2022,Satılık,85,21 Ve Üzeri,5,Kiracı Oturuyor,Bilinmiyor,Yok,1,27 Ocak 2022,Konut,75,2+1,Yüksek Giriş,Doğalgaz,Krediye Uygun Değil,Hayır,Var,Genel Fiyat,520000,İstanbul,Avcılar,Merkez Mahallesi,Avrupa Yakası,-0.161,457.981,25,3.0,0,40.9818362,28.7223189,4.3138483875800855,3-5km
1875,25 Ocak 2022,Satılık,190,0 (Yeni),4,Boş,Bilinmiyor,Yok,1,25 Ocak 2022,Konut,165,4+2,4. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1650000,İstanbul,Avcılar,Denizköşkler Mahallesi,Avrupa Yakası,-0.161,457.981,0,6.0,0,40.9764683,28.7330024,3.610714330674675,3-5km
1874,25 Ocak 2022,Satılık,105,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,1,25 Ocak 2022,Konut,90,2+1,2. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,550000,İstanbul,Avcılar,Mustafa Kemal Paşa Mahallesi,Avrupa Yakası,-0.161,457.981,25,3.0,0,41.0017915,28.7060425,5.369016192617711,5km+
1736,25 Ocak 2022,Satılık,90,11-15,6,Boş,Bilinmiyor,Yok,1,25 Ocak 2022,Konut,85,2+1,1. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,650000,İstanbul,Avcılar,Tahtakale Mahallesi,Avrupa Yakası,-0.161,457.981,13,3.0,0,41.0585293,28.728009,4.029001111238199,3-5km
1743,25 Ocak 2022,Satılık,302,5-10,25,Boş,Bilinmiyor,Yok,3,25 Ocak 2022,Konut,270,5+1,17. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,12000000,İstanbul,Avcılar,Tahtakale Mahallesi,Avrupa Yakası,-0.161,457.981,7,6.0,0,41.0585293,28.728009,4.029001111238199,3-5km
1735,27 Ocak 2022,Satılık,168,1,19,Boş,Bilinmiyor,Yok,2,25 Ocak 2022,Konut,122,3+1,Düz Giriş,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,4500000,İstanbul,Avcılar,Tahtakale Mahallesi,Avrupa Yakası,-0.161,457.981,1,4.0,0,41.0585293,28.728009,4.029001111238199,3-5km
1744,25 Ocak 2022,Satılık,302,5-10,25,Boş,Bilinmiyor,Yok,3,25 Ocak 2022,Konut,260,5+1,17. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,12000000,İstanbul,Avcılar,Cihangir Mahallesi,Avrupa Yakası,-0.161,457.981,7,6.0,0,40.9873293,28.7097252,5.307807745344781,5km+
1762,25 Ocak 2022,Satılık,100,21 Ve Üzeri,5,Boş,Bilinmiyor,Yok,1,25 Ocak 2022,Konut,95,2+1,Yüksek Giriş,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,650000,İstanbul,Avcılar,Gümüşpala Mahallesi,Avrupa Yakası,-0.161,457.981,25,3.0,0,40.98106,28.7357032,3.234132513941089,3-5km
1713,24 Ocak 2022,Satılık,92,11-15,9,Kiracı Oturuyor,Bilinmiyor,Yok,1,24 Ocak 2022,Konut,82,1+1,5. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1350000,İstanbul,Avcılar,Denizköşkler Mahallesi,Avrupa Yakası,-0.161,457.981,13,2.0,0,40.9764683,28.7330024,3.610714330674675,3-5km
1682,24 Ocak 2022,Satılık,110,5-10,4,Boş,Bilinmiyor,Yok,1,24 Ocak 2022,Konut,100,3+1,Yüksek Giriş,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,830000,İstanbul,Avcılar,Mustafa Kemal Paşa Mahallesi,Avrupa Yakası,-0.161,457.981,7,4.0,0,41.0017915,28.7060425,5.369016192617711,5km+
1634,22 Ocak 2022,Satılık,140,21 Ve Üzeri,4,Boş,Bilinmiyor,Yok,1,22 Ocak 2022,Konut,120,3.5+1,Düz Giriş,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,600000,İstanbul,Avcılar,Merkez Mahallesi,Avrupa Yakası,-0.161,457.981,25,,0,40.9818362,28.7223189,4.3138483875800855,3-5km
1633,22 Ocak 2022,Satılık,95,0 (Yeni),5,Boş,Bilinmiyor,Yok,1,22 Ocak 2022,Konut,85,2+1,Bahçe Katı,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,750000,İstanbul,Avcılar,Tahtakale Mahallesi,Avrupa Yakası,-0.161,457.981,0,3.0,0,41.0585293,28.728009,4.029001111238199,3-5km
1651,23 Ocak 2022,Satılık,149,3,11,Kiracı Oturuyor,Hayır,Var,2,23 Ocak 2022,Konut,130,2+1,2. Kat,Doğalgaz,Bilinmiyor,Hayır,Var,Genel Fiyat,1770000,İstanbul,Avcılar,Merkez Mahallesi,Avrupa Yakası,-0.161,457.981,3,3.0,0,40.9818362,28.7223189,4.3138483875800855,3-5km
1643,01 Şubat 2022,Satılık,200,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,2,23 Ocak 2022,Konut,190,4+2,4. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,800000,İstanbul,Avcılar,Üniversite Mahallesi,Avrupa Yakası,-0.161,457.981,25,6.0,0,40.9887898,28.721652,4.305119856779539,3-5km
1565,21 Ocak 2022,Satılık,170,11-15,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,2,21 Ocak 2022,Konut,155,3+1,2. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1500000,İstanbul,Avcılar,Denizköşkler Mahallesi,Avrupa Yakası,-0.161,457.981,13,4.0,0,40.9764683,28.7330024,3.610714330674675,3-5km
1564,21 Ocak 2022,Satılık,120,21 Ve Üzeri,4,Boş,Bilinmiyor,Yok,1,21 Ocak 2022,Konut,110,3+1,1. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,900000,İstanbul,Avcılar,Ambarlı Mahallesi,Avrupa Yakası,-0.161,457.981,25,4.0,0,40.9737318,28.7141652,5.200923755099389,5km+
1563,21 Ocak 2022,Satılık,220,0 (Yeni),5,Boş,Bilinmiyor,Yok,2,21 Ocak 2022,Konut,190,5+2,4. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1600000,İstanbul,Avcılar,Gümüşpala Mahallesi,Avrupa Yakası,-0.161,457.981,0,7.0,0,40.98106,28.7357032,3.234132513941089,3-5km
1594,22 Ocak 2022,Satılık,300,5-10,5,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,3,21 Ocak 2022,Konut,260,5+2,5. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,3100000,İstanbul,Avcılar,Denizköşkler Mahallesi,Avrupa Yakası,-0.161,457.981,7,7.0,0,40.9764683,28.7330024,3.610714330674675,3-5km
1566,21 Ocak 2022,Satılık,185,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,3,21 Ocak 2022,Konut,170,3+1,3. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,1400000,İstanbul,Avcılar,Ambarlı Mahallesi,Avrupa Yakası,-0.161,457.981,25,4.0,0,40.9737318,28.7141652,5.200923755099389,5km+
1572,04 Şubat 2022,Satılık,550,3,5,Boş,Bilinmiyor,Yok,Yok,21 Ocak 2022,Konut,549,1 Oda,Düz Giriş,Isıtma Yok,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,37000000,İstanbul,Avcılar,Mustafa Kemal Paşa Mahallesi,Avrupa Yakası,-0.161,457.981,3,,1,41.0017915,28.7060425,5.369016192617711,5km+
1416,21 Ocak 2022,Satılık,100,11-15,3,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,1,17 Ocak 2022,Konut,80,2+1,2. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,840000,İstanbul,Avcılar,Cihangir Mahallesi,Avrupa Yakası,-0.161,457.981,13,3.0,0,40.9873293,28.7097252,5.307807745344781,5km+
1365,17 Ocak 2022,Satılık,220,5-10,16,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,3,17 Ocak 2022,Konut,172,4+1,2. Kat,Doğalgaz,KREDIYE UYGUN,Hayır,Var,Genel Fiyat,3100000,İstanbul,Avcılar,Gümüşpala Mahallesi,Avrupa Yakası,-0.161,457.981,7,5.0,0,40.98106,28.7357032,3.234132513941089,3-5km
